file,class,type,wmc,lcom,lcom*,loc
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\Permissions.java,SWIG.Permissions,class,11,15,0.8333334,34
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\LaunchFlags.java,SWIG.LaunchFlags,class,11,15,0.83333325,45
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\BSim\ghidra_scripts\DumpBSimSignaturesScript.java,DumpBSimSignaturesScript,class,7,1,0.5,48
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SWIGTYPE_p_long_long.java,SWIG.SWIGTYPE_p_long_long,class,4,0,0,12
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\GPL\DMG\src\dmg\java\mobiledevices\dmg\hfsplus\AttributesFileParser.java,mobiledevices.dmg.hfsplus.AttributesFileParser,class,15,4,0.6,76
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FunctionID\ghidra_scripts\ListFunctions.java,ListFunctions,class,8,1,0,40
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\MicrosoftCodeAnalyzer\ghidra_scripts\RunRttiAnalyzerScript.java,RunRttiAnalyzerScript,class,2,1,0,9
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBFileSpecList.java,SWIG.SBFileSpecList,class,16,0,0.53846157,50
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBTypeSummaryOptions.java,SWIG.SBTypeSummaryOptions,class,14,0,0.54545456,44
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\docs\GhidraClass\AdvancedDevelopment\contrib\gadc\ghidra_scripts\Lab5Script.java,Lab5Script,class,8,0,0,24
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBTypeSynthetic.java,SWIG.SBTypeSynthetic,class,23,34,0.625,71
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBBreakpointLocation.java,SWIG.SBBreakpointLocation,class,39,0,0.5138889,119
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\BSim\ghidra_scripts\QueryFunction.java,QueryFunction,class,7,0,0,63
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\VersionTracking\ghidra_scripts\SetAutoVersionTrackingOptionsScript.java,SetAutoVersionTrackingOptionsScript,class,2,1,0,26
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CreateOperandReferencesInSelectionScript.java,CreateOperandReferencesInSelectionScript,class,6,0,0,31
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\GccRttiAnalysisScript.java,GccRttiAnalysisScript,class,199,368,0.89189184,754
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\docs\GhidraClass\Debugger\ghidra_scripts\ModelingScript.java,ModelingScript,class,8,21,0,123
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBModuleSpecList.java,SWIG.SBModuleSpecList,class,18,0,0.56666666,56
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\RegisterTouchesPerFunction.java,RegisterTouchesPerFunction,class,27,3,0.6666667,109
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\lldbConstants.java,SWIG.lldbConstants,interface,0,0,NaN,59
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\docs\GhidraClass\AdvancedDevelopment\contrib\gadc\ghidra_scripts\Lab3Script.java,Lab3Script,class,1,0,0,5
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBBreakpoint.java,SWIG.SBBreakpoint,class,60,0,0.5526316,182
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\SystemEmulation\ghidra_scripts\EmuDeskCheckScript.java,TypeLoader$TypedDisplay,interface,4,6,0,10
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\ConnectionStatus.java,SWIG.ConnectionStatus,class,11,15,0.8333334,38
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBStream.java,SWIG.SBStream,class,18,0,0.5,56
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FileFormats\ghidra_scripts\RemoveOffcutReferenceToCurrentInstructionScript.java,RemoveOffcutReferenceToCurrentInstructionScript,class,8,1,0,28
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\SystemEmulation\ghidra_scripts\EmuDeskCheckScript.java,TypeLoader,class,10,21,0,190
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBTypeMember.java,SWIG.SBTypeMember,class,17,0,0.53571427,53
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\FindOverlappingCodeUnitsScript.java,FindOverlappingCodeUnitsScript,class,12,0,0,35
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger\ghidra_scripts\DemoDebuggerScript.java,DemoDebuggerScript,class,8,0,0,47
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\VersionTracking\ghidra_scripts\FindChangedFunctionsScript.java,FindChangedFunctionsScript,class,13,0,0,46
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\Mips_Fix_T9_PositionIndependentCode.java,Mips_Fix_T9_PositionIndependentCode,class,11,1,0,53
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\MatchType.java,SWIG.MatchType,class,11,15,0.8333334,34
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FunctionID\ghidra_scripts\FidStatistics.java,FidStatistics,class,57,16,0.71428573,471
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FunctionID\ghidra_scripts\CollectFailedRelocations.java,CollectFailedRelocations,class,17,3,0.6666667,72
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\BSim\ghidra_scripts\CompareExecutablesScript.java,CompareExecutablesScript,class,11,0,0,60
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\GnuDemangler\ghidra_scripts\VxWorksSymTab_Finder.java,VxWorksSymTab_Finder,class,117,151,0.8888889,449
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBBlock.java,SWIG.SBBlock,class,27,0,0.5208334,83
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\EmbeddedFinderScript.java,EmbeddedFinderScript,class,15,0,0,42
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBReproducer.java,SWIG.SBReproducer,class,12,30,0.7222222,38
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\FindSharedReturnFunctionsScript.java,FindSharedReturnFunctionsScript,class,12,10,0,180
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\DynamicValueType.java,SWIG.DynamicValueType,class,11,15,0.8333334,34
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\FindAndReplaceCommentScript.java,FindAndReplaceCommentScript,class,6,0,0,25
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\PDB\ghidra_scripts\GetMSDownloadLinkScript.java,GetMSDownloadLinkScript,class,6,0,0,35
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\docs\GhidraClass\AdvancedDevelopment\contrib\gadc\ghidra_scripts\Lab4Script.java,Lab4Script,class,3,0,0,12
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\BSim\ghidra_scripts\CompareBSimSignaturesSpecifyWeightsScript.java,CompareBSimSignaturesSpecifyWeightsScript,class,3,0,0,25
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SWIGTYPE_p_unsigned_long_long.java,SWIG.SWIGTYPE_p_unsigned_long_long,class,4,0,0,12
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SWIGTYPE_p_p_void.java,SWIG.SWIGTYPE_p_p_void,class,4,0,0,12
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\SystemEmulation\ghidra_scripts\DebuggerEmuExampleScript.java,DebuggerEmuExampleScript,class,5,0,0,76
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBQueueItem.java,SWIG.SBQueueItem,class,17,0,0.53571427,53
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\MemberFunctionKind.java,SWIG.MemberFunctionKind,class,11,15,0.8333334,36
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\GPL\DMG\src\dmg\java\mobiledevices\dmg\btree\BTreeHeaderRecord.java,mobiledevices.dmg.btree.BTreeHeaderRecord,class,16,90,0.875,79
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\GPL\DMG\src\dmg\java\mobiledevices\dmg\reader\DmgInputStream.java,mobiledevices.dmg.reader.DmgInputStream,class,5,0,0,18
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\FindInstructionsNotInsideFunctionScript.java,FindInstructionsNotInsideFunctionScript,class,8,0,0,34
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CreateEmptyProgramScript.java,CreateEmptyProgramScript,class,3,0,0,55
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\LabelIndirectStringReferencesScript.java,LabelIndirectStringReferencesScript,class,16,1,0.5,67
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\SearchMnemonicsNoOpsNoConstScript.java,SearchMnemonicsNoOpsNoConstScript,class,1,0,0,7
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBTrace.java,SWIG.SBTrace,class,17,0,0.5,53
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBTypeEnumMember.java,SWIG.SBTypeEnumMember,class,16,0,0.53846157,50
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\docs\GhidraClass\Debugger\ghidra_scripts\InstallCustomLibraryScript.java,InstallCustomLibraryScript,class,1,0,0,18
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CallotherCensusScript.java,CallotherCensusScript,class,6,0,0,44
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SWIGTYPE_p_pthread_t.java,SWIG.SWIGTYPE_p_pthread_t,class,4,0,0,12
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBProcess.java,SWIG.SBProcess,class,86,0,0.88253015,266
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\FunctionNameType.java,SWIG.FunctionNameType,class,11,15,0.8333334,38
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\ExportProgramScript.java,ExportProgramScript,class,15,1,0,78
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FunctionID\ghidra_scripts\FunctionIDHeadlessPrescript.java,FunctionIDHeadlessPrescript,class,6,0,0,25
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBValue.java,SWIG.SBValue,class,97,0,0.50537634,291
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SymbolType.java,SWIG.SymbolType,class,11,15,0.8333335,61
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Extensions\Ghidra\Skeleton\src\main\java\skeleton\SkeletonAnalyzer.java,skeleton.SkeletonAnalyzer,class,5,10,0,17
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\GraphASTAndFlowScript.java,GraphASTAndFlowScript,class,1,0,0,5
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\ErrorType.java,SWIG.ErrorType,class,11,15,0.8333334,37
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\ShowConstantUse.java,ShowConstantUse,class,123,149,0.8631579,694
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\DoARMDisassemble.java,DoARMDisassemble,class,6,0,0,24
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\SearchMnemonicsOpsNoConstScript.java,SearchMnemonicsOpsNoConstScript,class,1,0,0,7
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\BasicType.java,SWIG.BasicType,class,11,15,0.83333355,65
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\ApplyClassFunctionSignatureUpdatesScript.java,ApplyClassFunctionSignatureUpdatesScript,class,19,0,0,85
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\FixElfExternalOffsetDataRelocationScript.java,FixElfExternalOffsetDataRelocationScript,class,32,4,0.625,129
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\PathType.java,SWIG.PathType,class,11,15,0.8333333,40
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CreateExportFileForDLL.java,CreateExportFileForDLL,class,2,0,0,9
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\LanguagesAPIDemoScript.java,LanguagesAPIDemoScript,class,1,0,0,23
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\IterateInstructionsScript.java,IterateInstructionsScript,class,5,0,0,26
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\RemoveDeletedOverlayReferences.java,RemoveDeletedOverlayReferences,class,5,0,0,25
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\LabelDirectFunctionReferencesScript.java,LabelDirectFunctionReferencesScript,class,25,6,0.75,88
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\ApplyClassFunctionDefinitionUpdatesScript.java,ApplyClassFunctionDefinitionUpdatesScript,class,14,0,0,60
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBQueue.java,SWIG.SBQueue,class,21,0,0.5277778,65
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\FixOldSTVariableStorageScript.java,FixOldSTVariableStorageScript,class,14,0,0.5,92
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\HelloWorldPopupScript.java,HelloWorldPopupScript,class,1,0,0,5
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\IterateDataScript.java,IterateDataScript,class,4,0,0,21
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBStringList.java,SWIG.SBStringList,class,16,0,0.53846157,50
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SWIGTYPE_p_double.java,SWIG.SWIGTYPE_p_double,class,4,0,0,12
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SWIGTYPE_p_std__shared_ptrT_lldb_private__Event_t.java,SWIG.SWIGTYPE_p_std__shared_ptrT_lldb_private__Event_t,class,4,0,0,12
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBMemoryRegionInfo.java,SWIG.SBMemoryRegionInfo,class,24,0,0.54761904,74
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\ValueType.java,SWIG.ValueType,class,11,15,0.8333333,40
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\TurnOffStackAnalysis.java,TurnOffStackAnalysis,class,1,0,0,6
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\FindFunctionsUsingTOCinPEFScript.java,FindFunctionsUsingTOCinPEFScript,class,6,0,0,36
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CreateFunctionAfterTerminals.java,CreateFunctionAfterTerminals,class,10,0,0.25,48
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\PE_script.java,PE_script,class,1,0,0,6
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBEnvironment.java,SWIG.SBEnvironment,class,19,0,0.53125,59
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\SBSourceManager.java,SWIG.SBSourceManager,class,10,1,0.5,32
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\RenameStructMembers.java,RenameStructMembers,class,10,0,0,35
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\GPL\DMG\src\dmg\java\mobiledevices\dmg\btree\BTreeRootNodeDescriptor.java,mobiledevices.dmg.btree.BTreeRootNodeDescriptor,class,8,3,0.625,42
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\BytePatterns\ghidra_scripts\PatternStats.java,PatternStats,class,44,30,0.8333333,293
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\classrecovery\EditStructureUtils.java,classrecovery.EditStructureUtils,class,52,45,0,181
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\CondenseAllRepeatingBytes.java,CondenseAllRepeatingBytes,class,21,0,0,86
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Base\ghidra_scripts\VersionControl_AddAll.java,VersionControl_AddAll,class,7,1,0,31
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\FileFormats\ghidra_scripts\ApplyPEToDumpFileScript.java,ApplyPEToDumpFileScript,class,2,0,0,7
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Debug\Debugger-swig-lldb\src\main\java\SWIG\CommandFlags.java,SWIG.CommandFlags,class,11,15,0.8333333,40
C:\Users\holgu\Downloads\CPSC60000\ghidra_11.0.3_PUBLIC_20240410\ghidra_11.0.3_PUBLIC\Ghidra\Features\Decompiler\ghidra_scripts\classrecovery\Vtable.java,classrecovery.Vtable,class,142,629,0.906383,536
